,ano,sigla_uf,id_municipio,numero_obitos,tempo_emprego,quantidade_pessoas,quantidade_pessoas_brancas,quantidade_pessoas_negras,quantidade_pessoas_indigenas,quantidade_pessoas_amarelas,quantidade_estabelecimentos_ensino_infantil,quantidade_estabelecimentos_ensino_fundamental,quantidade_estabelecimentos_ensino_medio,seguranca,assistencia,previdencia,total,taxa_abandono_ef,taxa_reprovacao_ef,taxa_aprovacao_ef,taxa_abandono_em,taxa_reprovacao_em,taxa_aprovacao_em,atu_ei,atu_ef,atu_em,populacao
2154,2019,MG,3169059,18,6.5,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,153492.76,3487897.8600000003,0.0,144092108.16000006,0.0,1.6272727272727274,98.37272727272729,1.3,2.5,96.2,11.266666666666666,16.08181818181818,26.3,4101.0
2155,2019,MG,3169109,49,12.666666666666666,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,176876.78,2075051.4,0.0,121032731.81999993,1.3416666666666666,6.983333333333334,91.675,14.933333333333334,7.566666666666666,77.5,19.46666666666667,24.60833333333333,27.299999999999997,6258.0
2156,2019,MG,3169208,93,13.333333333333334,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,399768.0,3870440.88,6831243.420000001,687465006.03,0.12,2.6399999999999997,97.24000000000001,13.4,8.9,77.7,14.825,18.479999999999997,21.900000000000002,8022.0
2157,2019,MG,3169307,540,23.80263157894737,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,605351.46,29339733.700000003,141934370.44,131032445.87999998,0.7076923076923076,3.830769230769231,95.46153846153847,3.1799999999999997,9.2,87.61999999999999,13.854545454545455,21.315384615384612,31.380000000000003,79482.0
2158,2019,MG,3169356,211,6.925287356321839,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,0.0,30291487.210000005,80408679.54,427010752.9200001,0.29230769230769227,1.1846153846153846,98.52307692307691,2.95,2.1,94.94999999999999,17.200000000000003,19.5,32.825,32356.0
2159,2019,MG,3169406,381,10.226720647773279,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,2482285.0,17410081.08,88358865.58,102641964.74999996,0.5230769230769231,2.1846153846153844,97.29230769230769,5.1000000000000005,6.05,88.85,16.40909090909091,23.53846153846154,33.075,56746.0
2160,2019,MG,3169505,48,8.75,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,211822.02,5472600.300000001,2692209.7199999997,140664861.21,1.575,1.8999999999999997,96.52499999999999,0.9666666666666666,3.9000000000000004,95.13333333333333,16.5,17.525000000000002,17.566666666666666,6732.0
2161,2019,MG,3169604,223,18.041666666666668,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,0.0,15630415.850000001,0.0,270538967.4300002,0.12307692307692308,4.015384615384615,95.86153846153846,4.3500000000000005,13.416666666666666,82.23333333333333,15.345454545454544,17.792307692307695,20.775000000000002,25327.0
2162,2019,MG,3169703,103,0.2777777777777778,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,1518832.7500000002,6926612.02,19240525.29,225935099.6100001,0.23076923076923078,4.738461538461538,95.03076923076924,3.1999999999999997,11.0,85.8,12.818181818181818,16.723076923076924,29.0,19964.0
2163,2019,MG,3169802,44,0.0,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,0.0,4047328.76,0.0,3219425169.660001,1.0,6.524999999999999,92.475,3.6,6.8,89.60000000000001,12.700000000000001,24.349999999999998,24.0,5040.0
2164,2019,MG,3169901,715,8.694835680751174,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,1637665.24,50357516.22,24174474.540000003,1910545015.9800007,0.5571428571428572,6.928571428571429,92.5142857142857,3.4818181818181815,12.563636363636364,83.95454545454544,17.318181818181817,21.942857142857147,27.627272727272725,115552.0
2165,2019,MG,3170008,95,31.0,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,314294.13999999996,5230573.6,1492307.46,203477418.56999993,0.5333333333333333,3.5583333333333336,95.90833333333335,5.066666666666666,5.800000000000001,89.13333333333334,12.300000000000002,16.916666666666668,28.733333333333334,12533.0
2166,2019,MG,3170057,105,11.75,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,278773.1,5715509.76,1601349.66,240592595.49,1.2166666666666668,4.7250000000000005,94.05833333333334,10.5,10.4,79.10000000000001,13.766666666666664,21.416666666666668,29.0,12471.0
2167,2019,MG,3170107,2367,12.002676659528907,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,3443879.32,98416637.04000002,469439637.86,337898410.70999986,0.41538461538461535,3.7000000000000006,95.88461538461539,3.3199999999999994,10.520000000000001,86.16,16.618181818181817,22.97692307692308,29.039999999999992,333783.0
2168,2019,MG,3170206,4065,5.722357525572333,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,69103706.18,226449185.35999998,1254943435.72,133801000.52999994,0.7733333333333333,7.373333333333333,91.85333333333334,3.115384615384615,7.184615384615386,89.69999999999999,17.585714285714285,24.413333333333334,32.330769230769235,691305.0
2169,2019,MG,3170305,17,13.0,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,501763.69,3624367.93,3284608.9199999995,156087386.63999993,1.3,5.918181818181819,92.78181818181818,6.3,4.2,89.5,22.9,24.218181818181822,29.599999999999998,2611.0
2170,2019,MG,3170404,537,15.91025641025641,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,0.0,37599304.550000004,149863328.67,199530084.15,0.19230769230769232,5.530769230769232,94.27692307692311,3.1181818181818177,12.336363636363636,84.54545454545456,17.71818181818182,23.338461538461537,26.54545454545455,84378.0
2171,2019,MG,3170438,23,4.663157894736842,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,311017.5,4347580.02,0.0,1906567739.729999,0.0,8.7,91.29999999999998,0.0,25.7,74.3,15.1,20.125000000000004,17.599999999999998,4304.0
2172,2019,MG,3170479,17,16.0,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,431859.56,4200177.370000001,0.0,981855135.3000001,0.0,1.0999999999999999,98.89999999999999,3.0,8.799999999999999,88.2,15.700000000000001,14.700000000000001,17.599999999999998,3264.0
2173,2019,MG,3170503,82,0.0,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,635331.8799999999,7188137.969999999,0.0,1273260534.9299998,0.05454545454545454,7.390909090909091,92.55454545454545,0.39999999999999997,21.3,78.3,15.799999999999999,22.39090909090909,37.300000000000004,10358.0
2174,2019,MG,3170529,43,9.571428571428571,2352062.0,1106265.0,1189832.0,2979.0,24100.0,186.0,379.0,147.0,93484.44,5734662.85,8859387.66,194956203.62999988,2.909090909090909,1.9272727272727275,95.16363636363636,9.4,3.3000000000000003,87.3,22.500000000000004,21.936363636363634,23.099999999999998,16865.0
